tensor_size   200   200   200

tensor_rank     5     5     5

OS    20

conjugategradient	linesearchdefault

=============> beta: 1 <==============
 iter	                cost val	     grad. norm
    0	+8.6389182909467770e+05	1.13142727e+02
    1	+8.6377869124832051e+05	1.13134327e+02
    2	+8.6332621799770801e+05	1.13100749e+02
    3	+8.6151757783800084e+05	1.12966777e+02
    4	+8.5430323095005821e+05	1.12436358e+02
    5	+8.2577899479580193e+05	1.10401732e+02
    6	+7.1731705346993112e+05	1.03475837e+02
    7	+3.6818320817213139e+05	7.86496099e+01
    8	+2.8563624742533686e+05	8.51793082e+01
    9	+2.5514967506996510e+05	7.53534133e+01
   10	+1.5039413863606553e+05	5.52029212e+01
   11	+6.9638403249683208e+04	4.69695438e+01
   12	+5.3255608469591825e+04	3.53835076e+01
   13	+1.3080907950003611e+04	1.41815141e+01
   14	+8.2625716153643734e+03	1.37879375e+01
   15	+7.8100850234880654e+03	1.14503350e+01
   16	+6.1571228337545544e+03	9.63477981e+00
   17	+2.1988717236795578e+03	4.39760580e+00
   18	+1.8379565281831224e+03	4.13767480e+00
   19	+1.7980371278193825e+03	4.19448492e+00
   20	+1.6493513457886806e+03	3.82826689e+00
   21	+1.1770123754325307e+03	2.47824279e+00
   22	+8.0693491246600138e+02	1.53632632e+00
   23	+7.1915101857077434e+02	1.92259475e+00
   24	+6.8627979289618827e+02	2.92048122e+00
   25	+5.6503980798788450e+02	2.76785524e+00
   26	+2.0723112249069570e+02	1.66765004e+00
   27	+3.0787604323102979e+01	7.78585372e-01
   28	+9.4460948442248664e+00	4.17931044e-01
   29	+2.1122261013679973e+00	2.36252600e-01
   30	+1.2312175495673943e+00	1.48508191e-01
   31	+5.1462508359509263e-01	1.23825099e-01
   32	+4.6654873429461885e-01	9.53410659e-02
   33	+2.9751873051195327e-01	7.51723326e-02
User defined stopfun criterion triggered. See options.stopfun.
Total time is 1.913904 [s] (excludes statsfun)


=============> beta: 0.3 <==============
 iter	                cost val	     grad. norm
    0	+8.6389182909467770e+05	1.13142727e+02
    1	+8.6377869124832051e+05	1.13134327e+02
    2	+8.6332621799770801e+05	1.13100749e+02
    3	+8.6151757783800084e+05	1.12966777e+02
    4	+8.5430323095005821e+05	1.12436358e+02
    5	+8.2577899479580193e+05	1.10401732e+02
    6	+7.1731705346993112e+05	1.03475837e+02
    7	+3.6818320817213139e+05	7.86496099e+01
    8	+2.8563624742533686e+05	8.51793082e+01
    9	+8.5851928819276887e+04	3.95426737e+01
   10	+2.0607563494391667e+04	2.45546682e+01
   11	+1.1261326074564466e+04	1.69488499e+01
   12	+9.0401501499669048e+03	1.60302950e+01
   13	+3.4769687463134055e+03	7.28742688e+00
   14	+1.9080134159119054e+03	4.63858924e+00
   15	+1.3776926909884007e+03	2.01683886e+00
   16	+1.3449027603544930e+03	3.40541835e+00
   17	+1.2231250255740251e+03	3.03502736e+00
   18	+8.8239690659553821e+02	2.37449075e+00
   19	+5.5135851512300246e+02	2.23131791e+00
   20	+3.4186080660560560e+02	2.65236422e+00
   21	+2.8761958509557644e+02	2.99781210e+00
   22	+1.1648410372251121e+02	1.79615605e+00
   23	+8.0965293312571930e+01	1.73849723e+00
   24	+4.7404330204435183e+00	3.01707727e-01
   25	+1.3840475530576408e+00	1.94565689e-01
   26	+3.3679759689498484e-01	1.05558450e-01
   27	+1.6964463845172109e-01	8.23113242e-02
User defined stopfun criterion triggered. See options.stopfun.
Total time is 1.564477 [s] (excludes statsfun)


=============> beta: 0.09 <==============
 iter	                cost val	     grad. norm
    0	+8.6389182909467770e+05	1.13142727e+02
    1	+8.6377869124832051e+05	1.13134327e+02
    2	+8.6332621799770801e+05	1.13100749e+02
    3	+8.6151757783800084e+05	1.12966777e+02
    4	+8.5430323095005821e+05	1.12436358e+02
    5	+8.2577899479580193e+05	1.10401732e+02
    6	+7.1731705346993112e+05	1.03475837e+02
    7	+3.6818320817213139e+05	7.86496099e+01
    8	+2.8563624742533686e+05	8.51793082e+01
    9	+7.5875733263917660e+04	3.60644788e+01
   10	+2.7330705081275526e+04	2.75758001e+01
   11	+2.2497423043288734e+04	2.56976410e+01
   12	+8.0183505715313349e+03	1.36692924e+01
   13	+2.3213800821533532e+03	5.29414120e+00
   14	+1.5880431300052289e+03	2.95055416e+00
   15	+1.3451697722480615e+03	2.05832257e+00
   16	+1.2981244492128899e+03	4.05422969e+00
   17	+1.1226619203649930e+03	3.58093520e+00
   18	+6.8127329207751256e+02	2.50335264e+00
   19	+4.5058550284779153e+02	3.16593949e+00
   20	+2.7874867090958730e+02	2.94766803e+00
   21	+1.2639492465492549e+02	2.08440746e+00
   22	+3.7313724173868522e+01	1.12218970e+00
   23	+1.1037319456359340e+01	6.09812483e-01
   24	+3.2256964509395298e+00	3.27039865e-01
   25	+1.0725659677042509e+00	1.90828967e-01
   26	+1.9901143754025438e-01	6.45459446e-02
User defined stopfun criterion triggered. See options.stopfun.
Total time is 1.424336 [s] (excludes statsfun)


=============> beta: 0.027 <==============
 iter	                cost val	     grad. norm
    0	+8.6389182909467770e+05	1.13142727e+02
    1	+8.6377869124832051e+05	1.13134327e+02
    2	+8.6332621799770801e+05	1.13100749e+02
    3	+8.6151757783800084e+05	1.12966777e+02
    4	+8.5430323095005821e+05	1.12436358e+02
    5	+8.2577899479580193e+05	1.10401732e+02
    6	+7.1731705346993112e+05	1.03475837e+02
    7	+3.6818320817213139e+05	7.86496099e+01
    8	+2.8563624742533686e+05	8.51793082e+01
    9	+7.4267589536706611e+04	3.55204375e+01
   10	+2.8710197474413893e+04	2.78217749e+01
   11	+1.7339190132346252e+04	2.24038584e+01
   12	+5.3548967965068914e+03	1.11570487e+01
   13	+2.3498542870646843e+03	5.56734812e+00
   14	+1.6102213626531207e+03	3.05649490e+00
   15	+1.3885364567341326e+03	2.54307726e+00
   16	+1.3222908358963114e+03	3.94244904e+00
   17	+1.1311422294636927e+03	3.01028580e+00
   18	+7.7470553898089383e+02	3.16071183e+00
   19	+4.3363721780532535e+02	2.67863816e+00
   20	+3.5488128588140421e+02	3.11959117e+00
   21	+1.4398918818520164e+02	1.41277063e+00
   22	+7.4719897979755956e+01	1.37684488e+00
   23	+2.1871940150510770e+01	7.67532354e-01
   24	+1.2508187766230611e+01	6.86228582e-01
   25	+6.7374603289716077e+00	5.22834802e-01
   26	+4.9236761715770054e+00	4.59789352e-01
   27	+4.2411169420062217e-01	1.14331000e-01
   28	+2.7207616161046583e-01	1.00891624e-01
User defined stopfun criterion triggered. See options.stopfun.
Total time is 1.598989 [s] (excludes statsfun)


=============> beta: 0.0081 <==============
 iter	                cost val	     grad. norm
    0	+8.6389182909467770e+05	1.13142727e+02
    1	+8.6377869124832051e+05	1.13134327e+02
    2	+8.6332621799770801e+05	1.13100749e+02
    3	+8.6151757783800084e+05	1.12966777e+02
    4	+8.5430323095005821e+05	1.12436358e+02
    5	+8.2577899479580193e+05	1.10401732e+02
    6	+7.1731705346993112e+05	1.03475837e+02
    7	+3.6818320817213139e+05	7.86496099e+01
    8	+2.8563624742533686e+05	8.51793082e+01
    9	+7.3868852937072268e+04	3.53894260e+01
   10	+2.9059248001104403e+04	2.78640738e+01
   11	+1.6125215032400027e+04	2.15404758e+01
   12	+9.6473696754056091e+03	1.64931161e+01
   13	+3.8380068765195556e+03	8.75361092e+00
   14	+1.6176530666069439e+03	2.94492692e+00
   15	+1.4882307670171344e+03	2.91631406e+00
   16	+1.2125953935005343e+03	3.10646090e+00
   17	+9.7341712259328676e+02	3.65656229e+00
   18	+7.3710868556968387e+02	3.92593941e+00
   19	+4.5196009947007417e+02	3.06439997e+00
   20	+2.5484075483510188e+02	2.12443341e+00
   21	+1.8487211121041852e+02	2.32285761e+00
   22	+5.1856893580997152e+01	9.13806683e-01
   23	+5.1762352300482391e+01	1.38037123e+00
   24	+5.1384953159682567e+01	1.37484974e+00
   25	+4.9887650113691109e+01	1.35273969e+00
   26	+4.4098309076348158e+01	1.26363477e+00
   27	+2.4360525621781633e+01	8.97507329e-01
   28	+2.1389501638273842e+01	9.57118827e-01
   29	+1.1210332276076606e+01	6.83049222e-01
   30	+9.6691980515984284e+00	6.50246938e-01
   31	+4.5047776024417310e+00	4.39454181e-01
   32	+3.1506972163325220e-01	9.63141831e-02
   33	+8.3606611038707146e-02	3.57567554e-02
User defined stopfun criterion triggered. See options.stopfun.
Total time is 1.814845 [s] (excludes statsfun)


=============> beta: 0.00243 <==============
 iter	                cost val	     grad. norm
    0	+8.6389182909467770e+05	1.13142727e+02
    1	+8.6377869124832051e+05	1.13134327e+02
    2	+8.6332621799770801e+05	1.13100749e+02
    3	+8.6151757783800084e+05	1.12966777e+02
    4	+8.5430323095005821e+05	1.12436358e+02
    5	+8.2577899479580193e+05	1.10401732e+02
    6	+7.1731705346993112e+05	1.03475837e+02
    7	+3.6818320817213139e+05	7.86496099e+01
    8	+2.8563624742533686e+05	8.51793082e+01
    9	+7.3755979224060458e+04	3.53527487e+01
   10	+2.9158434674492488e+04	2.78746407e+01
   11	+1.5783844828931595e+04	2.12904285e+01
   12	+1.1263237580637448e+04	1.80466210e+01
   13	+2.2017500708169332e+03	4.09951505e+00
   14	+1.4935922003137512e+03	2.48799681e+00
   15	+1.4172474002710428e+03	2.35366242e+00
   16	+1.2542437146196103e+03	2.74531606e+00
   17	+1.1120943147856970e+03	3.98716172e+00
   18	+7.5557970532380602e+02	2.33937205e+00
   19	+5.4513174336203679e+02	2.57373379e+00
   20	+4.9328797358931865e+02	3.32197913e+00
   21	+3.1527532232619200e+02	2.46162877e+00
   22	+2.7345947205305720e+02	3.00675602e+00
   23	+1.3431273654848488e+02	2.02099751e+00
   24	+3.3728448071971137e+01	9.49065228e-01
   25	+8.6420494906451601e+00	3.56141021e-01
   26	+2.5735974249488232e+00	2.51678199e-01
   27	+1.6596351056979333e+00	2.44414601e-01
   28	+3.1826985262408342e-01	8.94694563e-02
   29	+1.6179246591648527e-01	7.11495744e-02
User defined stopfun criterion triggered. See options.stopfun.
Total time is 1.738253 [s] (excludes statsfun)


=============> beta: 0.000729 <==============
 iter	                cost val	     grad. norm
    0	+8.6389182909467770e+05	1.13142727e+02
    1	+8.6377869124832051e+05	1.13134327e+02
    2	+8.6332621799770801e+05	1.13100749e+02
    3	+8.6151757783800084e+05	1.12966777e+02
    4	+8.5430323095005821e+05	1.12436358e+02
    5	+8.2577899479580193e+05	1.10401732e+02
    6	+7.1731705346993112e+05	1.03475837e+02
    7	+3.6818320817213139e+05	7.86496099e+01
    8	+2.8563624742533686e+05	8.51793082e+01
    9	+7.3722705023500632e+04	3.53419750e+01
   10	+2.9187702767452200e+04	2.78776368e+01
   11	+1.5683354606846377e+04	2.12161826e+01
   12	+1.1775227905177391e+04	1.85065116e+01
   13	+2.7075497378993055e+03	5.66742090e+00
   14	+2.1940558248152147e+03	5.81489822e+00
   15	+1.4310762112167727e+03	1.80904116e+00
   16	+1.3360652768494151e+03	2.07836572e+00
   17	+1.1916545450182014e+03	3.04770802e+00
   18	+9.2492056295912198e+02	3.01156527e+00
   19	+6.8062010035924027e+02	2.79980360e+00
   20	+4.8010824192469659e+02	2.71192892e+00
   21	+2.8533062129336963e+02	2.03391471e+00
   22	+1.6601553485325451e+02	2.22745029e+00
   23	+1.5401985545212594e+02	2.48515092e+00
   24	+1.0995920487785565e+02	2.08128224e+00
   25	+1.1386014243855803e+01	4.07294767e-01
   26	+5.3458682998383118e+00	4.48330624e-01
   27	+5.7406441962177079e-01	1.29828542e-01
   28	+1.9064633258551283e-01	7.13020554e-02
User defined stopfun criterion triggered. See options.stopfun.
Total time is 1.613063 [s] (excludes statsfun)


=============> beta: 0.0002187 <==============
 iter	                cost val	     grad. norm
    0	+8.6389182909467770e+05	1.13142727e+02
    1	+8.6377869124832051e+05	1.13134327e+02
    2	+8.6332621799770801e+05	1.13100749e+02
    3	+8.6151757783800084e+05	1.12966777e+02
    4	+8.5430323095005821e+05	1.12436358e+02
    5	+8.2577899479580193e+05	1.10401732e+02
    6	+7.1731705346993112e+05	1.03475837e+02
    7	+3.6818320817213139e+05	7.86496099e+01
    8	+2.8563624742533686e+05	8.51793082e+01
    9	+7.3712775167394240e+04	3.53387634e+01
